"COUNTRY_CODE","HEMISPHERE","ISO_WEEK","ISO_YEAR","flu_year","AH1N12009","AH1","AH3","AH5","AH7N9","BVIC_2DEL","BVIC_3DEL","BVIC_NODEL","BVIC_DELUNK","BYAM","vaccine_H1N1","vaccine_H3N2","vaccine_B_trivalent"
"PRT","NH",41,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"XKX","NH",8,2019,"2019-2020",4,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"TKM","NH",40,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"X12","NH",22,2019,"2019-2020",1,0,7,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ARM","NH",3,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BTN","NH",42,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"LTU","NH",10,2016,"2016-2017",7,0,0,NA,NA,NA,NA,3,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SRB","NH",47,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"EGY","NH",1,2010,"2010-2011",735,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"HUN","NH",8,2018,"2018-2019",7,0,1,NA,NA,NA,NA,1,NA,27,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MTQ","NH",4,2020,"2020-2021",9,NA,3,NA,NA,NA,NA,4,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"THA","NH",48,2004,"2004-2005",NA,1,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Shanghai/361/2002"
"BGD","NH",21,2014,"2014",0,0,2,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"IRN","NH",9,2005,"2005-2006",NA,3,4,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"IDN","SH",28,2018,"2018",1,NA,4,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"HKG","NH",47,2015,"2015-2016",2,NA,4,NA,0,NA,NA,1,NA,6,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"DNK","NH",3,2005,"2005-2006",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"IRQ","NH",42,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"CHE","NH",18,2024,"2024-2025",4,NA,0,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"TUR","NH",6,2007,"2007-2008",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"TZA","SH",37,2010,"2010",0,0,14,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"GEO","NH",30,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ARG","SH",51,2005,"2005-2006",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wellington/1/2004","B/Shanghai/361/2002"
"AUS","SH",39,2002,"2002-2003",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"PRY","SH",18,2019,"2019-2020",20,0,1,NA,NA,0,NA,0,0,0,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"AZE","NH",50,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"IRL","NH",51,2023,"2023-2024",6,NA,35,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"MMR","NH",20,2023,"2023-2024",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"VGB","NH",12,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"LBN","NH",11,2015,"2015-2016",0,0,1,0,0,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"TZA","SH",40,2019,"2019",0,NA,3,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"POL","NH",18,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"PRT","NH",22,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"X11","NH",7,2018,"2018-2019",99,0,31,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MDG","SH",38,2004,"2004-2005",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Hong Kong/330/2001"
"PER","SH",33,2013,"2013-2014",142,0,6,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"SVK","NH",25,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SGP","NH",32,2019,"2019",5,0,2,0,0,NA,NA,3,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"USA","NH",42,2018,"2018-2019",52,NA,22,NA,NA,NA,NA,2,NA,14,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CHL","SH",32,2019,"2019-2020",16,NA,21,NA,NA,1,NA,32,31,43,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"FRA","NH",40,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"POL","NH",29,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"PRY","SH",7,2020,"2020-2021",0,0,0,NA,NA,0,0,0,0,0,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"SWE","NH",46,2008,"2008-2009",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"COL","NH",34,2023,"2023-2024",2,0,3,NA,NA,0,0,4,4,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CHN","NH",12,2015,"2015-2016",8,0,263,0,NA,NA,NA,25,NA,819,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"EGY","NH",53,2020,"2020-2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"ETH","NH",13,2023,"2023-2024",13,NA,0,0,0,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"FJI","SH",28,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"FRA","NH",29,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"HRV","NH",4,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"IRL","NH",29,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"SGP","NH",32,2007,"2007",NA,1,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"NZL","SH",21,2009,"2009-2010",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"USA","NH",38,1997,"1997-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","SH",20,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CUB","NH",49,2019,"2019-2020",0,0,0,NA,NA,15,NA,15,0,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"FIN","NH",43,2022,"2022-2023",1,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"ISL","NH",50,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"KAZ","NH",47,2015,"2015-2016",5,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"KHM","NH",8,2020,"2020-2021",2,0,3,0,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"SWE","NH",44,2006,"2006-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"UKR","NH",51,2007,"2007-2008",0,0,0,NA,NA,NA,NA,0,NA,0,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"X09","NH",42,2008,"2008-2009",NA,0,4,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"X11","NH",34,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CUB","NH",13,2024,"2024-2025",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"DNK","NH",38,2019,"2019-2020",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ESP","NH",29,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"GRC","NH",3,2022,"2022-2023",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"HRV","NH",42,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"X11","NH",19,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"SAU","NH",32,2022,"2022-2023",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"SUR","NH",15,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"TUN","NH",49,2008,"2008-2009",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"URY","SH",3,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"ABW","NH",34,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"BIH","NH",17,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"CAN","NH",26,2019,"2019-2020",0,NA,30,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"DNK","NH",29,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"LVA","NH",8,2019,"2019-2020",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"RUS","NH",3,2014,"2014-2015",7,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"DNK","NH",49,2001,"2001-2002",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"NAM","SH",38,2022,"2022-2023",3,NA,0,0,0,NA,NA,1,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"SEN","NH",28,1999,"1999",NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL","NH",7,2017,"2017-2018",4,0,10,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GEO","NH",11,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"X10","NH",3,2023,"2023-2024",0,NA,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"X12","NH",5,2017,"2017-2018",0,0,123,NA,NA,NA,NA,0,NA,7,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BMU","NH",2,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"FJI","SH",45,2016,"2016-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"PAN","NH",21,2022,"2022-2023",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"PAK","NH",30,2009,"2009",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"ROU","NH",6,2016,"2016-2017",81,0,7,0,NA,NA,NA,1,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X09","NH",25,1998,"1998-1999",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB","NH",14,2019,"2019-2020",3,0,0,NA,NA,0,NA,0,0,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"JPN","NH",14,2012,"2012-2013",1,0,37,0,NA,NA,NA,43,NA,27,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"NOR","NH",7,2018,"2018-2019",51,0,131,NA,NA,NA,NA,0,NA,44,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"KGZ","NH",14,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ARG","SH",16,2017,"2017-2018",0,0,10,NA,NA,NA,NA,0,NA,2,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ARM","NH",23,2017,"2017-2018",0,0,0,NA,NA,NA,NA,3,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ARM","NH",32,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"IRN","NH",26,2007,"2007-2008",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"MTQ","NH",42,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"TTO","NH",32,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"ABW","NH",3,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ALB","NH",39,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"COL","NH",37,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"CZE","NH",13,2001,"2001-2002",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"GIN","NH",50,2023,"2023-2024",0,NA,2,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ISL","NH",5,2014,"2014-2015",10,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"RUS","NH",47,2004,"2004-2005",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Shanghai/361/2002"
"URY","SH",36,2015,"2015-2016",0,0,2,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"X10","NH",1,2018,"2018-2019",12,0,51,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CHL","SH",25,2017,"2017-2018",NA,NA,222,NA,NA,NA,NA,2,NA,11,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"AZE","NH",35,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"DNK","NH",12,2014,"2014-2015",2,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"PRT","NH",15,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GRC","NH",14,1999,"1999-2000",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRQ","NH",41,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"YEM","NH",33,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"BEL","NH",43,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"HRV","NH",15,2024,"2024-2025",0,NA,1,0,NA,NA,NA,6,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"HUN","NH",40,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"VCT","NH",1,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"VNM","NH",7,2017,"2017-2018",3,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X10","NH",18,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"FIN","NH",51,2022,"2022-2023",0,NA,8,NA,NA,NA,NA,1,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"BLR","NH",47,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"DEU","NH",40,2007,"2007-2008",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"LKA","NH",3,2007,"2007",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"MOZ","SH",7,2024,"2024-2025",0,NA,15,0,0,NA,NA,7,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"MOZ","SH",49,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"THA","NH",9,2005,"2005-2006",NA,3,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"PRY","SH",15,2018,"2018-2019",1,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"USA","NH",51,2023,"2023-2024",1209,NA,321,NA,NA,NA,NA,267,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BHR","NH",27,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"COD","SH",49,2018,"2018-2019",0,NA,1,0,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"LUX","NH",47,2006,"2006-2007",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"LUX","NH",3,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"MDV","NH",16,2017,"2017-2018",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"PER","SH",43,2021,"2021-2022",0,NA,0,NA,NA,0,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"SLE","NH",37,2017,"2017-2018",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"USA","NH",43,2019,"2019-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"CYP","NH",10,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"TKM","NH",3,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"X12","NH",20,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"EGY","NH",6,2007,"2007-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"KHM","NH",49,2016,"2016-2017",1,0,0,0,NA,NA,NA,1,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"TUN","NH",32,2009,"2009-2010",13,0,0,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"UZB","NH",40,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"AUT","NH",46,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"EGY","NH",52,2013,"2013-2014",30,0,6,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"GEO","NH",51,2018,"2018-2019",7,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MKD","NH",42,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"PER","SH",22,2006,"2006-2007",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Malaysia/2506/2004"
"ROU","NH",43,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"SEN","NH",44,2002,"2002",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"RUS","NH",18,2016,"2016-2017",28,0,6,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ARG","SH",29,2007,"2007-2008",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"IRQ","NH",21,2018,"2018-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"JPN","NH",29,2008,"2008-2009",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"MLT","NH",7,2016,"2016-2017",37,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
