REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),A_not_determined,B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H1),A (H3),CTR_A (Subtyping not Performed),CTR_A (Unable to Subtype),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,X,2008,52,6031,4.72558,0,70,14,156,0,156,45,0,0,0,0.011606699,0.00232134,0.025866357,0,0.025866357,0.007461449,0,0
National,X,2008,53,6592,5.53701,0,119,19,177,0,177,50,0,0,0,0.018052184,0.002882282,0.026850728,0,0.026850728,0.007584951,0,0
National,X,2009,1,6981,8.43719,0,176,35,299,0,299,79,0,0,0,0.025211288,0.005013608,0.04283054,0,0.04283054,0.01131643,0,0
National,X,2009,2,6995,10.8649,0,207,25,425,0,425,103,0,0,0,0.029592566,0.003573981,0.060757684,0,0.060757684,0.014724803,0,0
National,X,2009,3,7943,16.0519,0,364,51,670,0,670,190,0,0,0,0.045826514,0.006420748,0.084351001,0,0.084351001,0.023920433,0,0
National,X,2009,4,9484,20.7613,0,563,81,944,0,944,381,0,0,0,0.059363138,0.0085407,0.099536061,0,0.099536061,0.040172923,0,0
National,X,2009,5,11707,23.9344,0,678,55,1382,0,1382,687,0,0,0,0.057914069,0.004698044,0.11804903,0,0.11804903,0.058682839,0,0
National,X,2009,6,12691,25.2699,0,835,68,1357,0,1357,947,0,0,0,0.065794658,0.005358128,0.106926168,0,0.106926168,0.074619809,0,0
National,X,2009,7,11741,24.8105,0,844,73,1064,1,1065,931,0,0,0,0.071884848,0.006217528,0.090622605,8.51716E-05,0.090707776,0.079294779,0,0
National,X,2009,8,11912,24.5383,0,707,58,1006,0,1006,1152,0,0,0,0.059351914,0.00486904,0.084452653,0,0.084452653,0.096709201,0,0
National,X,2009,9,10970,24.3482,0,549,69,885,0,885,1168,0,0,0,0.050045579,0.006289881,0.080674567,0,0.080674567,0.106472197,0,0
National,X,2009,10,9595,22.3762,0,388,70,627,0,627,1062,0,0,0,0.040437728,0.007295466,0.065346535,0,0.065346535,0.110682647,0,0
National,X,2009,11,8628,20.5494,0,358,63,433,0,433,919,0,0,0,0.041492814,0.007301808,0.050185443,0,0.050185443,0.106513676,0,0
National,X,2009,12,7343,16.737,0,268,45,285,0,285,631,0,0,0,0.036497344,0.006128285,0.038812474,0,0.038812474,0.08593218,0,0
National,X,2009,13,5778,13.8283,0,122,27,178,0,178,472,0,0,0,0.021114573,0.004672897,0.030806507,0,0.030806507,0.081689166,0,0
National,X,2009,14,5095,10.6575,0,102,35,129,1,130,276,0,0,0,0.020019627,0.00686948,0.02531894,0.000196271,0.025515211,0.054170756,0,0
National,X,2009,15,4674,7.1887,0,39,29,82,1,83,185,0,0,0,0.008344031,0.006204536,0.01754386,0.00021395,0.017757809,0.039580659,0,0
National,X,2009,16,4219,7.67954,14,43,37,113,4,117,113,0,0,0.003318322,0.010191989,0.008769851,0.026783598,0.000948092,0.02773169,0.026783598,0,0
National,X,2009,17,36203,12.4631,1354,702,935,526,195,721,800,0,0,0.037400215,0.019390658,0.025826589,0.014529183,0.005386294,0.019915477,0.022097616,0,0
National,X,2009,18,34659,15.0235,2484,518,893,709,117,826,486,0,0,0.071669696,0.014945613,0.025765313,0.020456447,0.003375747,0.023832194,0.014022332,0,0
National,X,2009,19,16820,18.0856,1741,155,298,626,88,714,134,0,0,0.103507729,0.00921522,0.017717004,0.037217598,0.005231867,0.042449465,0.007966706,0,0
National,X,2009,20,15410,26.7878,2796,79,322,767,71,838,93,0,0,0.181440623,0.005126541,0.020895522,0.049772875,0.004607398,0.054380273,0.006035042,0,0
National,X,2009,21,13483,33.4866,3144,34,304,964,27,991,42,0,0,0.233182526,0.002521694,0.022546911,0.071497441,0.002002522,0.073499963,0.003115034,0,0
National,X,2009,22,13553,39.482,3967,30,441,872,17,889,24,0,0,0.292702723,0.002213532,0.032538921,0.064339999,0.001254335,0.065594333,0.001770826,0,0
National,X,2009,23,13762,41.6146,4203,29,268,1194,18,1212,15,0,0,0.305406191,0.002107252,0.019473914,0.086760645,0.001307949,0.088068595,0.001089958,0,0
National,X,2009,24,14264,43.0454,4587,15,221,1286,22,1308,9,0,0,0.3215788,0.001051598,0.01549355,0.090157039,0.001542344,0.091699383,0.000630959,0,0
National,X,2009,25,12117,36.1806,3267,9,76,993,33,1026,6,0,0,0.269621193,0.000742758,0.00627218,0.081950978,0.002723446,0.084674424,0.000495172,0,0
National,X,2009,26,10913,31.7786,2637,13,41,747,23,770,7,0,0,0.241638413,0.00119124,0.003756987,0.068450472,0.002107578,0.07055805,0.000641437,0,0
National,X,2009,27,10713,32.0358,2753,1,45,614,12,626,7,0,0,0.256977504,9.33445E-05,0.004200504,0.057313544,0.001120134,0.058433679,0.000653412,0,0
National,X,2009,28,9808,27.5387,2123,3,29,519,24,543,3,0,0,0.216455954,0.000305873,0.00295677,0.052915987,0.002446982,0.055362969,0.000305873,0,0
National,X,2009,29,8646,27.1108,1901,4,16,403,17,420,3,0,0,0.21987046,0.000462642,0.001850567,0.04661115,0.001966227,0.048577377,0.000346981,0,0
National,X,2009,30,9184,27.5588,1990,4,11,498,24,522,4,0,0,0.216681185,0.00043554,0.001197735,0.054224739,0.00261324,0.056837979,0.00043554,0,0
National,X,2009,31,8424,23.6705,1471,10,7,486,18,504,2,0,0,0.174620133,0.001187085,0.000830959,0.057692308,0.002136752,0.05982906,0.000237417,0,0
National,X,2009,32,8572,22.5502,1462,9,8,441,8,449,5,0,0,0.170555296,0.00104993,0.000933271,0.05144657,0.000933271,0.052379841,0.000583294,0,0
National,X,2009,33,10003,24.3627,1905,9,18,493,11,504,1,0,0,0.190442867,0.00089973,0.00179946,0.049285214,0.00109967,0.050384885,9.997E-05,0,0
National,X,2009,34,11636,22.0265,1792,12,15,713,16,729,15,0,0,0.154004813,0.001031282,0.001289103,0.061275352,0.001375043,0.062650395,0.001289103,0,0
National,X,2009,35,13008,22.2863,1798,10,11,1062,17,1079,1,0,0,0.138222632,0.000768758,0.000845633,0.081642066,0.001306888,0.082948954,7.68758E-05,0,0
National,X,2009,36,14896,24.0064,2132,4,6,1416,8,1424,10,0,0,0.143125671,0.000268528,0.000402793,0.095059076,0.000537057,0.095596133,0.000671321,0,0
National,X,2009,37,16682,25.5905,2456,4,1,1794,10,1804,4,0,0,0.147224553,0.000239779,5.99449E-05,0.107541062,0.000599449,0.108140511,0.000239779,0,0
National,X,2009,38,16820,26.9917,2614,4,6,1881,24,1905,11,0,0,0.155410226,0.000237812,0.000356718,0.111831153,0.001426873,0.113258026,0.000653983,0,0
National,X,2009,39,15419,31.98,3456,8,4,1427,24,1451,12,0,0,0.224139049,0.00051884,0.00025942,0.092548155,0.001556521,0.094104676,0.000778261,0,0
National,X,2009,40,23980,33.5363,6178,1,2,1822,18,1840,21,0,0,0.257631359,4.17014E-05,8.34028E-05,0.075979983,0.000750626,0.076730609,0.00087573,0,0
National,X,2009,41,29005,37.5763,8858,2,0,2003,18,2021,18,0,0,0.305395621,6.89536E-05,0,0.069057059,0.000620583,0.069677642,0.000620583,0,0
National,X,2009,42,31511,39.3799,10050,4,5,2291,27,2318,32,0,0,0.318936244,0.00012694,0.000158675,0.07270477,0.000856844,0.073561613,0.001015518,0,0
National,X,2009,43,28104,35.575,7968,1,2,1971,39,2010,17,0,0,0.28351836,3.55821E-05,7.11642E-05,0.070132365,0.001387703,0.071520068,0.000604896,0,0
National,X,2009,44,24986,30.9253,6208,5,2,1467,21,1488,24,0,0,0.248459137,0.000200112,8.00448E-05,0.058712879,0.000840471,0.05955335,0.000960538,0,0
National,X,2009,45,21788,27.6115,4812,2,2,1165,21,1186,14,0,0,0.220855517,9.17936E-05,9.17936E-05,0.0534698,0.000963833,0.054433633,0.000642556,0,0
National,X,2009,46,18493,19.6182,2848,1,0,746,21,767,12,0,0,0.154004218,5.40745E-05,0,0.040339588,0.001135565,0.041475153,0.000648894,0,0
National,X,2009,47,13301,14.5628,1474,1,3,445,9,454,5,0,0,0.110818735,7.51823E-05,0.000225547,0.033456131,0.000676641,0.034132772,0.000375912,0,0
National,X,2009,48,13134,10.7355,1048,1,0,322,9,331,30,0,0,0.079792904,7.61383E-05,0,0.024516522,0.000685244,0.025201766,0.002284148,0,0
National,X,2009,49,11364,7.63816,630,1,3,211,7,218,16,0,0,0.055438226,8.79972E-05,0.000263992,0.018567406,0.00061598,0.019183386,0.001407955,0,0
National,X,2009,50,10494,6.44178,496,0,3,158,6,164,13,0,0,0.047265104,0,0.000285878,0.015056223,0.000571755,0.015627978,0.001238803,0,0
National,X,2009,51,8622,4.95245,273,3,0,146,1,147,4,0,0,0.031663187,0.000347947,0,0.016933426,0.000115982,0.017049408,0.000463929,0,0
National,X,2009,52,9617,4.86638,311,0,1,146,1,147,9,0,0,0.032338567,0,0.000103983,0.01518145,0.000103983,0.015285432,0.000935843,0,0
National,X,2010,1,9456,4.00804,272,0,1,92,3,95,11,0,0,0.028764805,0,0.000105753,0.009729272,0.000317259,0.010046531,0.001163283,0,0
National,X,2010,2,8753,4.76408,272,1,3,128,2,130,11,0,0,0.03107506,0.000114247,0.00034274,0.014623558,0.000228493,0.014852051,0.001256712,0,0
National,X,2010,3,8468,5.63297,324,0,1,149,2,151,1,0,0,0.038261691,0,0.000118092,0.017595654,0.000236183,0.017831838,0.000118092,0,0
National,X,2010,4,8378,5.10862,282,0,3,134,0,134,9,0,0,0.033659585,0,0.000358081,0.015994271,0,0.015994271,0.001074242,0,0
National,X,2010,5,8243,5.15589,307,0,0,108,0,108,10,0,0,0.037243722,0,0,0.013102026,0,0.013102026,0.001213151,0,0
National,X,2010,6,8099,4.55612,250,1,0,109,0,109,9,0,0,0.030868008,0.000123472,0,0.013458452,0,0.013458452,0.001111248,0,0
National,X,2010,7,8375,4.77612,281,0,0,112,0,112,7,0,0,0.033552239,0,0,0.013373134,0,0.013373134,0.000835821,0,0
National,X,2010,8,8074,5.42482,335,0,1,99,0,99,3,0,0,0.041491206,0,0.000123854,0.01226158,0,0.01226158,0.000371563,0,0
National,X,2010,9,7514,6.13521,353,0,0,102,0,102,6,0,0,0.046978973,0,0,0.013574661,0,0.013574661,0.000798509,0,0
National,X,2010,10,7502,6.61157,364,0,0,119,0,119,13,0,0,0.048520395,0,0,0.015862437,0,0.015862437,0.001732871,0,0
National,X,2010,11,6485,5.70547,262,0,1,103,0,103,4,0,0,0.040400925,0,0.000154202,0.015882806,0,0.015882806,0.000616808,0,0
National,X,2010,12,5654,4.42165,180,0,1,58,0,58,11,0,0,0.031835868,0,0.000176866,0.010258224,0,0.010258224,0.001945525,0,0
National,X,2010,13,5246,4.34617,166,0,1,55,0,55,6,0,0,0.031643157,0,0.000190621,0.010484178,0,0.010484178,0.001143729,0,0
National,X,2010,14,4716,2.75657,102,0,1,26,0,26,1,0,0,0.021628499,0,0.000212044,0.005513147,0,0.005513147,0.000212044,0,0
National,X,2010,15,4095,2.05128,60,0,2,14,0,14,8,0,0,0.014652015,0,0.0004884,0.003418803,0,0.003418803,0.001953602,0,0
National,X,2010,16,3740,1.25668,20,0,2,12,0,12,13,0,0,0.005347594,0,0.000534759,0.003208556,0,0.003208556,0.003475936,0,0
National,X,2010,17,3660,0.710383,17,0,0,5,0,5,4,0,0,0.004644809,0,0,0.00136612,0,0.00136612,0.001092896,0,0
National,X,2010,18,3117,0.802053,18,0,1,3,0,3,3,0,0,0.005774783,0,0.000320821,0.000962464,0,0.000962464,0.000962464,0,0
National,X,2010,19,2891,0.622622,6,0,2,6,0,6,4,0,0,0.002075406,0,0.000691802,0.002075406,0,0.002075406,0.001383604,0,0
National,X,2010,20,2903,0.516707,7,0,1,3,1,4,3,0,0,0.002411299,0,0.000344471,0.001033414,0.000344471,0.001377885,0.001033414,0,0
National,X,2010,21,2689,0.185943,0,0,0,3,0,3,2,0,0,0,0,0,0.001115656,0,0.001115656,0.000743771,0,0
National,X,2010,22,2136,0.280899,3,0,1,0,0,0,2,0,0,0.001404494,0,0.000468165,0,0,0,0.00093633,0,0
National,X,2010,23,2163,0.277393,1,0,1,1,0,1,3,0,0,0.000462321,0,0.000462321,0.000462321,0,0.000462321,0.001386963,0,0
National,X,2010,24,2033,0.442696,1,0,4,1,0,1,3,0,0,0.000491884,0,0.001967536,0.000491884,0,0.000491884,0.001475652,0,0
National,X,2010,25,1987,0.402617,3,0,4,1,0,1,0,0,0,0.001509814,0,0.002013085,0.000503271,0,0.000503271,0,0,0
National,X,2010,26,1820,0.21978,1,0,1,1,0,1,1,0,0,0.000549451,0,0.000549451,0.000549451,0,0.000549451,0.000549451,0,0
National,X,2010,27,1636,0.305623,1,0,4,0,0,0,0,0,0,0.000611247,0,0.002444988,0,0,0,0,0,0
National,X,2010,28,1620,0.679012,2,0,7,0,0,0,2,0,0,0.001234568,0,0.004320988,0,0,0,0.001234568,0,0
National,X,2010,29,1606,0.498132,3,0,2,0,0,0,3,0,0,0.001867995,0,0.00124533,0,0,0,0.001867995,0,0
National,X,2010,30,1686,1.36418,1,0,13,4,0,4,5,0,0,0.00059312,0,0.007710558,0.002372479,0,0.002372479,0.002965599,0,0
National,X,2010,31,1520,1.05263,4,0,9,2,0,2,1,0,0,0.002631579,0,0.005921053,0.001315789,0,0.001315789,0.000657895,0,0
National,X,2010,32,1676,1.73031,7,0,10,2,0,2,10,0,0,0.004176611,0,0.005966587,0.001193317,0,0.001193317,0.005966587,0,0
National,X,2010,33,1790,1.06145,5,0,11,0,0,0,3,0,0,0.002793296,0,0.006145251,0,0,0,0.001675978,0,0
National,X,2010,34,1967,2.03355,10,0,18,6,0,6,6,0,0,0.005083884,0,0.009150991,0.00305033,0,0.00305033,0.00305033,0,0
National,X,2010,35,2212,1.26582,7,0,14,3,0,3,4,0,0,0.003164557,0,0.006329114,0.001356239,0,0.001356239,0.001808318,0,0
National,X,2010,36,2336,1.5411,9,0,16,7,0,7,4,0,0,0.00385274,0,0.006849315,0.002996575,0,0.002996575,0.001712329,0,0
National,X,2010,37,2698,1.85322,5,1,31,7,0,7,6,0,0,0.001853225,0.000370645,0.011489993,0.002594514,0,0.002594514,0.00222387,0,0
National,X,2010,38,2960,1.62162,0,0,30,9,0,9,9,0,0,0,0,0.010135135,0.003040541,0,0.003040541,0.003040541,0,0
National,X,2010,39,2988,1.33869,2,0,20,8,0,8,10,0,0,0.000669344,0,0.00669344,0.002677376,0,0.002677376,0.00334672,0,0
National,X,2010,40,3600,2.13889,7,0,18,29,0,29,23,0,0,0.001944444,0,0.005,0.008055556,0,0.008055556,0.006388889,0,0
National,X,2010,41,4006,3.19521,13,0,36,43,0,43,36,0,0,0.003245132,0,0.00898652,0.010733899,0,0.010733899,0.00898652,0,0
National,X,2010,42,4112,3.38035,8,0,35,51,0,51,45,0,0,0.001945525,0,0.008511673,0.012402724,0,0.012402724,0.01094358,0,0
National,X,2010,43,4240,3.91509,13,0,56,45,0,45,52,0,0,0.003066038,0,0.013207547,0.010613208,0,0.010613208,0.012264151,0,0
National,X,2010,44,4608,5.36024,12,0,61,68,0,68,106,0,0,0.002604167,0,0.013237847,0.014756944,0,0.014756944,0.023003472,0,0
National,X,2010,45,5377,6.50921,15,0,79,93,0,93,163,0,0,0.00278966,0,0.014692208,0.01729589,0,0.01729589,0.030314302,0,0
National,X,2010,46,5578,8.73073,23,0,123,104,0,104,237,0,0,0.004123342,0,0.022050914,0.018644676,0,0.018644676,0.042488347,0,0
National,X,2010,47,5533,10.6091,11,0,155,156,0,156,265,0,0,0.001988072,0,0.028013736,0.02819447,0,0.02819447,0.047894451,0,0
National,X,2010,48,5975,9.99163,35,0,176,126,0,126,260,0,0,0.005857741,0,0.029456067,0.021087866,0,0.021087866,0.043514644,0,0
National,X,2010,49,6361,13.2526,48,0,359,126,0,126,310,0,0,0.007545983,0,0.056437667,0.019808206,0,0.019808206,0.048734476,0,0
National,X,2010,50,7692,18.8508,83,0,551,274,0,274,542,0,0,0.010790432,0,0.071632865,0.035621425,0,0.035621425,0.070462819,0,0
National,X,2010,51,8172,25.0367,112,0,789,456,0,456,689,0,0,0.013705335,0,0.096549192,0.055800294,0,0.055800294,0.084312286,0,0
National,X,2010,52,9030,26.268,197,0,1015,512,0,512,648,0,0,0.021816168,0,0.112403101,0.056699889,0,0.056699889,0.071760797,0,0
National,X,2011,1,10441,25.17,346,0,1159,551,0,551,572,0,0,0.033138588,0,0.111004693,0.052772723,0,0.052772723,0.054784025,0,0
National,X,2011,2,10190,29.2836,557,0,1216,626,0,626,585,0,0,0.054661433,0,0.119332679,0.061432777,0,0.061432777,0.057409225,0,0
National,X,2011,3,11067,33.5231,832,0,1437,700,0,700,741,0,0,0.075178458,0,0.129845487,0.063251107,0,0.063251107,0.066955815,0,0
National,X,2011,4,12950,34.3398,1074,0,1524,877,0,877,972,0,0,0.082934363,0,0.117683398,0.067722008,0,0.067722008,0.075057915,0,0
National,X,2011,5,13875,35.4018,1231,0,1481,1073,0,1073,1127,0,0,0.088720721,0,0.106738739,0.077333333,0,0.077333333,0.081225225,0,0
National,X,2011,6,14647,34.6624,1267,0,1488,1145,0,1145,1177,0,0,0.086502355,0,0.101590769,0.078173005,0,0.078173005,0.080357752,0,0
National,X,2011,7,16401,34.8515,1432,0,1570,1360,0,1360,1354,0,0,0.087311749,0,0.09572587,0.082921773,0,0.082921773,0.082555942,0,0
National,X,2011,8,15033,30.9785,1170,0,1235,1048,0,1048,1204,0,0,0.077828777,0,0.082152598,0.069713297,0,0.069713297,0.080090468,0,0
National,X,2011,9,12990,27.5058,954,0,997,738,0,738,884,0,0,0.073441109,0,0.076751347,0.056812933,0,0.056812933,0.068052348,0,0
National,X,2011,10,11625,23.7935,714,0,858,503,0,503,691,0,0,0.061419355,0,0.073806452,0.043268817,0,0.043268817,0.05944086,0,0
National,X,2011,11,9860,20.284,457,0,609,371,0,371,563,0,0,0.046348884,0,0.061764706,0.037626775,0,0.037626775,0.057099391,0,0
National,X,2011,12,8443,16.1199,264,0,426,265,0,265,406,0,0,0.031268506,0,0.050455999,0.031386948,0,0.031386948,0.048087173,0,0
National,X,2011,13,7107,12.8043,168,0,283,166,0,166,293,0,0,0.023638666,0,0.039819896,0.023357253,0,0.023357253,0.041226959,0,0
National,X,2011,14,6481,9.8133,87,0,208,87,0,87,254,0,0,0.013423854,0,0.032093813,0.013423854,0,0.013423854,0.039191483,0,0
National,X,2011,15,5615,7.12378,46,0,141,54,0,54,159,0,0,0.008192342,0,0.025111309,0.009617097,0,0.009617097,0.028317008,0,0
National,X,2011,16,4642,4.4162,30,0,60,29,0,29,86,0,0,0.006462732,0,0.012925463,0.006247307,0,0.006247307,0.018526497,0,0
National,X,2011,17,3976,3.34507,10,0,28,32,0,32,63,0,0,0.002515091,0,0.007042254,0.00804829,0,0.00804829,0.01584507,0,0
National,X,2011,18,3611,1.91083,11,0,23,10,0,10,25,0,0,0.003046248,0,0.006369427,0.002769316,0,0.002769316,0.00692329,0,0
National,X,2011,19,3271,1.10058,2,0,11,8,0,8,15,0,0,0.000611434,0,0.003362886,0.002445735,0,0.002445735,0.004585754,0,0
National,X,2011,20,3079,0.84443,3,0,6,4,0,4,13,0,0,0.000974342,0,0.001948685,0.001299123,0,0.001299123,0.00422215,0,0
National,X,2011,21,2705,0.665434,3,0,4,6,0,6,5,0,0,0.001109057,0,0.001478743,0.002218115,0,0.002218115,0.001848429,0,0
National,X,2011,22,2442,0.532351,2,0,0,5,0,5,6,0,0,0.000819001,0,0,0.002047502,0,0.002047502,0.002457002,0,0
National,X,2011,23,2259,0.265604,0,0,0,2,0,2,4,0,0,0,0,0,0.000885347,0,0.000885347,0.001770695,0,0
National,X,2011,24,2109,0.426743,2,0,1,6,0,6,0,0,0,0.000948317,0,0.000474158,0.00284495,0,0.00284495,0,0,0
National,X,2011,25,1967,0.254194,0,0,0,2,0,2,3,0,0,0,0,0,0.001016777,0,0.001016777,0.001525165,0,0
National,X,2011,26,1560,0.25641,2,0,0,1,0,1,1,0,0,0.001282051,0,0,0.000641026,0,0.000641026,0.000641026,0,0
National,X,2011,27,1498,0.333778,2,0,1,1,0,1,1,0,0,0.001335113,0,0.000667557,0.000667557,0,0.000667557,0.000667557,0,0
National,X,2011,28,1500,0.6,0,0,4,1,0,1,4,0,0,0,0,0.002666667,0.000666667,0,0.000666667,0.002666667,0,0
National,X,2011,29,1500,0.666667,0,0,4,1,0,1,5,0,0,0,0,0.002666667,0.000666667,0,0.000666667,0.003333333,0,0
National,X,2011,30,1307,0.306044,0,0,1,2,0,2,1,0,0,0,0,0.000765111,0.001530222,0,0.001530222,0.000765111,0,0
National,X,2011,31,1428,0.770308,3,0,2,3,0,3,3,0,0,0.00210084,0,0.00140056,0.00210084,0,0.00210084,0.00210084,0,0
National,X,2011,32,1433,0.907188,1,0,3,7,0,7,2,0,0,0.000697837,0,0.00209351,0.004884857,0,0.004884857,0.001395673,0,0
National,X,2011,33,1506,1.06242,2,0,5,5,1,6,3,0,0,0.001328021,0,0.003320053,0.003320053,0.000664011,0.003984064,0.001992032,0,0
National,X,2011,34,1705,0.997067,0,0,5,6,0,6,6,0,0,0,0,0.002932551,0.003519062,0,0.003519062,0.003519062,0,0
National,X,2011,35,1925,0.779221,2,0,3,9,0,9,1,0,0,0.001038961,0,0.001558442,0.004675325,0,0.004675325,0.000519481,0,0
National,X,2011,36,2056,0.632296,1,0,3,7,0,7,2,0,0,0.000486381,0,0.001459144,0.003404669,0,0.003404669,0.000972763,0,0
National,X,2011,37,2326,0.902837,0,0,6,11,0,11,4,0,0,0,0,0.002579536,0.004729149,0,0.004729149,0.00171969,0,0
National,X,2011,38,2612,0.803982,0,0,5,8,0,8,8,0,0,0,0,0.001914242,0.003062787,0,0.003062787,0.003062787,0,0
National,X,2011,39,2920,1.19863,1,0,18,10,0,10,6,0,0,0.000342466,0,0.006164384,0.003424658,0,0.003424658,0.002054795,0,0
National,X,2011,40,3192,1.03383,3,0,14,7,0,7,9,0,0,0.00093985,0,0.004385965,0.002192982,0,0.002192982,0.002819549,0,0
National,X,2011,41,3316,0.572979,0,0,9,2,0,2,8,0,0,0,0,0.002714113,0.000603136,0,0.000603136,0.002412545,0,0
National,X,2011,42,3425,0.817518,2,0,10,8,0,8,8,0,0,0.000583942,0,0.002919708,0.002335766,0,0.002335766,0.002335766,0,0
National,X,2011,43,3749,1.17365,0,0,12,20,0,20,12,0,0,0,0,0.003200854,0.005334756,0,0.005334756,0.003200854,0,0
National,X,2011,44,4075,0.957055,1,0,17,12,0,12,9,0,0,0.000245399,0,0.004171779,0.002944785,0,0.002944785,0.002208589,0,0
National,X,2011,45,4326,1.13269,2,0,15,17,0,17,15,0,0,0.000462321,0,0.003467406,0.003929727,0,0.003929727,0.003467406,0,0
National,X,2011,46,4580,0.960699,0,0,15,17,0,17,12,0,0,0,0,0.003275109,0.00371179,0,0.00371179,0.002620087,0,0
National,X,2011,47,4108,1.82571,3,0,23,30,0,30,19,0,0,0.000730282,0,0.005598832,0.007302824,0,0.007302824,0.004625122,0,0
National,X,2011,48,4669,1.54209,2,0,32,21,0,21,17,0,0,0.000428357,0,0.006853716,0.004497751,0,0.004497751,0.003641037,0,0
National,X,2011,49,4710,2.29299,5,0,38,45,0,45,20,0,0,0.001061571,0,0.008067941,0.00955414,0,0.00955414,0.004246285,0,0
National,X,2011,50,4906,2.71097,4,0,78,31,0,31,20,0,0,0.000815328,0,0.015898899,0.006318793,0,0.006318793,0.004076641,0,0
